  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88538146400        1.88510618800        1.81043268400        1.82427055900       Residual    12019999.9905      MLUPs    916.525399764    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88030401400        1.88028992500        1.81020248300        1.82209116000       Residual    1999999.99999      MLUPs    919.000325019    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88166956600        1.88166429300        1.81135499300        1.82345905800       Residual    425925.925796      MLUPs    918.333394568    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88073572200        1.88073132400        1.81043610600        1.82259278400       Residual    126543.209847      MLUPs    918.789375767    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88259725200        1.88258959400        1.81040017700        1.82434926200       Residual    51826.1316865      MLUPs    917.880868127    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88048531600        1.88047292900        1.81046860200        1.82233397600       Residual    26702.1350983      MLUPs    918.911722042    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88091958600        1.88091723300        1.81034934000        1.82261319000       Residual    15893.9988843      MLUPs    918.699562098    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88167852000        1.88167328500        1.81023059500        1.82352672500       Residual    10378.2429902      MLUPs    918.329024663    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88267495400        1.88266849200        1.81030542900        1.82442240500       Residual    7222.26330360      MLUPs    917.842985232    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.88181840500        1.88181181600        1.81031555400        1.82361918000       Residual    5266.18987001      MLUPs    918.260760660    
