  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.4047553850        15.4047553850        15.1341465370        15.1341465370       Residual    12019999.9907      MLUPs    112.173154121    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3950889640        15.3950889640        15.1322861070        15.1322861070       Residual    1999999.99988      MLUPs    112.243586513    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3935210130        15.3935210130        15.1307519610        15.1307519610       Residual    425925.925769      MLUPs    112.255019403    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3959806070        15.3959806070        15.1333509890        15.1333509890       Residual    126543.209762      MLUPs    112.237086036    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3931429430        15.3931429430        15.1304497840        15.1304497840       Residual    51826.1316912      MLUPs    112.257776492    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3977972980        15.3977972980        15.1348883050        15.1348883050       Residual    26702.1350987      MLUPs    112.223843876    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3944323810        15.3944323810        15.1318587910        15.1318587910       Residual    15893.9988922      MLUPs    112.248373778    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3957926390        15.3957926390        15.1331862350        15.1331862350       Residual    10378.2429895      MLUPs    112.238456344    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3948343220        15.3948343220        15.1322484920        15.1322484920       Residual    7222.26329851      MLUPs    112.245443105    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.3962086820        15.3962086820        15.1336329450        15.1336329450       Residual    5266.18987139      MLUPs    112.235423388    
