  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.31047582300        1.30924190200        1.26461229600        1.26882323200       Residual    12019999.9905      MLUPs    1318.60502092    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30843763200        1.30843367800        1.26522624100        1.26992017800       Residual    1999999.99999      MLUPs    1320.65904995    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30820706300        1.30820203700        1.26510187000        1.26966823000       Residual    425925.925796      MLUPs    1320.89181359    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30804232200        1.30802943800        1.26490545300        1.26953000900       Residual    126543.209847      MLUPs    1321.05817292    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30893951700        1.30893059400        1.26571349800        1.27043865900       Residual    51826.1316865      MLUPs    1320.15267135    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30823391000        1.30823124300        1.26522443600        1.26969451100       Residual    26702.1350983      MLUPs    1320.86470683    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30852479300        1.30852071600        1.26537505700        1.26997843000       Residual    15893.9988843      MLUPs    1320.57108069    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30882113600        1.30881724500        1.26570326800        1.27026513200       Residual    10378.2429902      MLUPs    1320.27207727    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30374628500        1.30373579100        1.26057244300        1.26519389300       Residual    7222.26330360      MLUPs    1325.41125515    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    1.30309498700        1.30308317500        1.25980491500        1.26450074700       Residual    5266.18987001      MLUPs    1326.07370701    
