  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.83146045500        3.83142268400        3.75746670000        3.76989541400       Residual    12019999.9905      MLUPs    451.002958348    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82634599600        3.82634507700        3.75497257300        3.76719041100       Residual    1999999.99999      MLUPs    451.605788344    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82737660400        3.82737613200        3.75720762000        3.76811949400       Residual    425925.925763      MLUPs    451.484183238    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82779349100        3.82779250400        3.75704026800        3.76865723900       Residual    126543.209842      MLUPs    451.435011858    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82781377100        3.82781308200        3.75719519100        3.76859166000       Residual    51826.1316899      MLUPs    451.432620127    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82675769000        3.82675700000        3.75494939800        3.76755758600       Residual    26702.1351013      MLUPs    451.557203247    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82781407900        3.82781316400        3.75794300800        3.76858933400       Residual    15893.9988852      MLUPs    451.432583803    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82759575600        3.82759504900        3.75472282800        3.76840790600       Residual    10378.2429891      MLUPs    451.458333156    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82761371800        3.82761271700        3.75745098600        3.76847270200       Residual    7222.26330259      MLUPs    451.456214579    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    3.82783155300        3.82783111700        3.75738667700        3.76864177400       Residual    5266.18987024      MLUPs    451.430523019    
