  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95720935800        2.95720023000        2.85738663600        2.86775556600       Residual    12019999.9905      MLUPs    584.334685444    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95230480900        2.95230060700        2.85525418100        2.86554683000       Residual    1999999.99999      MLUPs    585.305417900    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95155022400        2.95154590200        2.85412596200        2.86479588300       Residual    425925.925796      MLUPs    585.455055431    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95392816500        2.95392347100        2.85694751300        2.86734187500       Residual    126543.209849      MLUPs    584.983758398    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95251665900        2.95251235700        2.85555669400        2.86586806300       Residual    51826.1316872      MLUPs    585.263420863    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95066673700        2.95066197900        2.85372115900        2.86394915300       Residual    26702.1350985      MLUPs    585.630352060    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95221924400        2.95221435000        2.85517252700        2.86562112400       Residual    15893.9988845      MLUPs    585.322381971    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95255325500        2.95254900800        2.85522143800        2.86583487900       Residual    10378.2429902      MLUPs    585.256166700    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95341561700        2.95341048200        2.85626751200        2.86677417200       Residual    7222.26330355      MLUPs    585.085278907    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    2.95211889300        2.95211104800        2.85475291400        2.86551475300       Residual    5266.18987010      MLUPs    585.342278760    
