  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2411851670        15.2411851670        15.0499633680        15.0499633680       Residual    12019999.9907      MLUPs    113.377009797    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2375542330        15.2375542330        15.0496602260        15.0496602260       Residual    1999999.99988      MLUPs    113.404026235    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2365587860        15.2365587860        15.0487436320        15.0487436320       Residual    425925.925769      MLUPs    113.411435237    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2363064300        15.2363064300        15.0485518600        15.0485518600       Residual    126543.209762      MLUPs    113.413313649    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2362405900        15.2362405900        15.0483955130        15.0483955130       Residual    51826.1316912      MLUPs    113.413803739    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2362234160        15.2362234160        15.0483964700        15.0483964700       Residual    26702.1350987      MLUPs    113.413931577    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2362905880        15.2362905880        15.0484827780        15.0484827780       Residual    15893.9988922      MLUPs    113.413431571    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2366211050        15.2366211050        15.0487001710        15.0487001710       Residual    10378.2429895      MLUPs    113.410971376    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2361850960        15.2361850960        15.0482728340        15.0482728340       Residual    7222.26329851      MLUPs    113.414216821    
  4  Maxtime , Mintime + JacobiMi , JacobiMa    15.2365930790        15.2365930790        15.0488971620        15.0488971620       Residual    5266.18987139      MLUPs    113.411179982    
