2 1 0.171636
2 0 0.171531
3 1 0.731475
3 2 0.730974
3 0 0.730926
4 1 0.875450
4 3 0.875803
4 2 0.875287
4 0 0.875965
5 3 1.112459
5 0 1.111656
5 4 1.112665
5 2 1.112099
5 1 1.112116
6 1 1.307666
6 5 1.308196
6 4 1.307544
6 2 1.307678
6 3 1.308018
6 0 1.308075
7 3 1.534527
7 5 1.534768
7 4 1.534706
7 1 1.533674
7 0 1.533919
7 6 1.534610
7 2 1.534830
8 4 1.695530
8 7 1.695283
8 0 1.695453
8 5 1.695262
8 2 1.695438
8 1 1.695350
8 3 1.695712
8 6 1.695319
9 3 1.971828
9 1 1.971633
9 5 1.971904
9 6 1.971896
9 2 1.971558
9 0 1.971475
9 7 1.971487
9 4 1.971671
9 8 1.970017
10 4 2.179748
10 0 2.179605
10 8 2.179826
10 5 2.179886
10 3 2.179703
10 2 2.180063
10 7 2.179976
10 6 2.179831
10 1 2.179693
10 9 2.177524
11 3 2.430540
11 7 2.430653
11 8 2.430403
11 4 2.430636
11 9 2.428722
11 1 2.430640
11 10 2.429176
11 2 2.430609
11 0 2.430582
11 5 2.430603
11 6 2.430420
12 11 2.622335
12 3 2.622074
12 5 2.622181
12 2 2.622030
12 6 2.622117
12 1 2.622822
12 0 2.622270
12 8 2.622010
12 4 2.621890
12 10 2.622070
12 9 2.620674
12 7 2.622551
13 4 2.845751
13 8 2.844624
13 3 2.845125
13 10 2.844780
13 11 2.842749
13 0 2.845036
13 6 2.845772
13 1 2.845717
13 5 2.845819
13 9 2.842509
13 2 2.845680
13 12 2.842895
13 7 2.845467
14 4 3.034743
14 0 3.034332
14 8 3.034087
14 5 3.034430
14 11 3.032400
14 10 3.034544
14 9 3.032578
14 1 3.034849
14 13 3.033306
14 12 3.034331
14 6 3.034874
14 7 3.034507
14 3 3.034627
14 2 3.034780
15 9 3.258597
15 11 3.258394
15 1 3.262489
15 7 3.262378
15 10 3.261477
15 5 3.262512
15 12 3.249696
15 4 3.262312
15 13 3.259642
15 6 3.261990
15 3 3.262207
15 8 3.262043
15 0 3.261692
15 2 3.262110
15 14 3.261574
16 6 3.362390
16 4 3.362455
16 7 3.362443
16 15 3.362528
16 5 3.362498
16 13 3.362446
16 1 3.362470
16 11 3.362249
16 8 3.362520
16 9 3.360285
16 12 3.362462
16 0 3.362451
16 14 3.362491
16 2 3.362464
16 3 3.362528
16 10 3.361027
17 5 3.607610
17 15 3.607578
17 0 3.607143
17 11 3.607750
17 3 3.607731
17 2 3.607346
17 16 3.605483
17 7 3.607642
17 13 3.607807
17 8 3.607628
17 4 3.607328
17 9 3.607458
17 14 3.607604
17 10 3.607586
17 6 3.607660
17 12 3.607194
17 1 3.607484
18 4 3.865515
18 13 3.865578
18 8 3.865260
18 11 3.865361
18 17 3.861873
18 6 3.865371
18 16 3.864441
18 12 3.865335
18 7 3.865530
18 0 3.852716
18 1 3.865401
18 2 3.865355
18 15 3.865503
18 3 3.865405
18 9 3.864979
18 14 3.865410
18 5 3.865389
18 10 3.865464
19 3 4.044398
19 13 4.044554
19 12 4.044381
19 14 4.044405
19 7 4.044515
19 11 4.044674
19 9 4.044625
19 4 4.044167
19 0 4.044450
19 15 4.044646
19 16 4.044008
19 2 4.044105
19 1 4.044612
19 17 4.042528
19 5 4.044581
19 8 4.044328
19 18 4.042662
19 10 4.044530
19 6 4.044519
20 6 4.276615
20 1 4.276375
20 7 4.276272
20 3 4.276580
20 2 4.276728
20 17 4.274540
20 0 4.276735
20 19 4.274815
20 18 4.269413
20 10 4.276809
20 11 4.276675
20 16 4.275934
20 13 4.276642
20 12 4.276811
20 9 4.276723
20 8 4.276561
20 4 4.276679
20 5 4.276775
20 15 4.270005
20 14 4.276669
21 14 4.523322
21 12 4.523404
21 9 4.513758
21 2 4.523149
21 4 4.519840
21 19 4.521910
21 13 4.523432
21 7 4.523249
21 18 4.522821
21 15 4.522672
21 11 4.523270
21 1 4.523221
21 8 4.523450
21 3 4.523464
21 10 4.523242
21 6 4.523461
21 17 4.521775
21 20 4.518546
21 5 4.523434
21 0 4.522857
21 16 4.522635
22 10 4.696521
22 14 4.696547
22 2 4.696552
22 21 4.694984
22 3 4.696193
22 6 4.688801
22 12 4.696455
22 19 4.694754
22 9 4.696594
22 5 4.696271
22 7 4.696411
22 16 4.695611
22 17 4.694321
22 0 4.696389
22 1 4.690480
22 11 4.696490
22 18 4.695929
22 20 4.695694
22 15 4.696657
22 13 4.696437
22 8 4.696234
22 4 4.688522
23 7 4.996475
23 14 4.996524
23 8 4.996446
23 9 4.996389
23 22 4.995880
23 19 4.994299
23 5 4.996450
23 13 4.996377
23 4 4.996165
23 21 4.994859
23 3 4.996434
23 11 4.996437
23 0 4.984096
23 15 4.996279
23 20 4.996046
23 1 4.996231
23 17 4.995051
23 2 4.995998
23 16 4.995986
23 6 4.996203
23 18 4.995911
23 12 4.996427
23 10 4.996329
24 10 5.196897
24 22 5.196641
24 6 5.197050
24 9 5.196989
24 8 5.184083
24 12 5.197037
24 3 5.197157
24 0 5.197149
24 15 5.196174
24 18 5.196329
24 5 5.196701
24 17 5.195039
24 13 5.197049
24 11 5.196863
24 23 5.179112
24 14 5.196856
24 4 5.196614
24 16 5.196647
24 7 5.197299
24 1 5.197065
24 2 5.197052
24 20 5.196602
24 21 5.179594
24 19 5.194931
