2 1 0.803547
2 0 0.803945
3 1 0.970456
3 0 0.970876
3 2 0.970441
4 0 1.628690
4 3 1.628087
4 1 1.628149
4 2 1.628198
5 4 1.730957
5 2 1.731124
5 0 1.731232
5 3 1.730835
5 1 1.730925
6 3 2.447987
6 0 2.450080
6 5 2.448948
6 4 2.449501
6 2 2.450033
6 1 2.448811
7 5 2.575066
7 1 2.573679
7 0 2.575526
7 6 2.575592
7 4 2.575479
7 3 2.575454
7 2 2.575492
8 6 3.260843
8 1 3.260869
8 0 3.260487
8 5 3.251020
8 2 3.260851
8 3 3.260426
8 7 3.260880
8 4 3.261000
9 1 3.331337
9 6 3.320454
9 5 3.331214
9 3 3.328577
9 4 3.331219
9 7 3.330877
9 8 3.331109
9 0 3.331459
9 2 3.330935
10 5 4.091031
10 2 4.090884
10 3 4.090986
10 9 4.089329
10 6 4.090092
10 0 4.092035
10 7 4.077680
10 4 4.090565
10 8 4.089661
10 1 4.090186
11 0 4.145844
11 6 4.144031
11 2 4.145803
11 1 4.145174
11 10 4.145331
11 8 4.145771
11 9 4.135558
11 5 4.145451
11 4 4.145827
11 7 4.144405
11 3 4.145756
12 3 4.912322
12 2 4.916525
12 5 4.914551
12 4 4.914828
12 8 4.914811
12 0 4.918433
12 6 4.914933
12 9 4.914786
12 10 4.914690
12 1 4.915086
12 7 4.913656
12 11 4.914667
13 12 6.051902
13 4 6.053607
13 5 6.053680
13 10 6.041793
13 6 6.052035
13 7 6.051732
13 11 6.053297
13 2 6.054066
13 9 6.053153
13 0 6.053818
13 8 6.053112
13 1 6.053018
13 3 6.052975
14 13 6.731936
14 12 6.732242
14 9 6.731471
14 4 6.730495
14 10 6.730707
14 5 6.728844
14 3 6.727248
14 11 6.731723
14 7 6.729496
14 8 6.730992
14 2 6.729760
14 6 6.728843
14 1 6.729927
14 0 6.734736
15 13 6.736704
15 10 6.745673
15 12 6.744340
15 3 6.745232
15 8 6.746640
15 0 6.746323
15 9 6.746018
15 14 6.737724
15 5 6.746036
15 1 6.746048
15 4 6.746479
15 11 6.746158
15 2 6.734676
15 7 6.745247
15 6 6.745911
16 13 7.551677
16 15 7.554040
16 14 7.554429
16 12 7.554397
16 6 7.554484
16 5 7.554477
16 9 7.554513
16 7 7.554514
16 4 7.553880
16 11 7.554500
16 10 7.549652
16 0 7.555131
16 8 7.554430
16 2 7.554507
16 1 7.554815
16 3 7.554619
17 12 7.576821
17 13 7.575548
17 16 7.578957
17 14 7.576073
17 7 7.577683
17 9 7.579363
17 3 7.576266
17 15 7.571073
17 1 7.576918
17 0 7.580571
17 4 7.577891
17 5 7.578196
17 6 7.578414
17 2 7.579846
17 8 7.579211
17 11 7.577673
17 10 7.578831
18 13 8.423579
18 15 8.423954
18 17 8.417739
18 14 8.423885
18 7 8.424546
18 6 8.422344
18 8 8.423186
18 12 8.423978
18 11 8.414865
18 5 8.423738
18 16 8.421811
18 3 8.424683
18 4 8.424290
18 1 8.424834
18 10 8.423377
18 9 8.422784
18 0 8.423640
18 2 8.423706
19 13 8.435797
19 17 8.439351
19 15 8.437771
19 14 8.438400
19 10 8.438353
19 3 8.441154
19 4 8.438594
19 18 8.441085
19 0 8.441784
19 2 8.438784
19 5 8.438057
19 1 8.439432
19 6 8.438855
19 8 8.438675
19 9 8.439394
19 11 8.437600
19 16 8.440249
19 7 8.439061
19 12 8.437971
20 12 9.285689
20 15 9.285767
20 17 9.281287
20 2 9.287919
20 10 9.287480
20 1 9.287276
20 5 9.287893
20 11 9.285697
20 18 9.282802
20 4 9.287804
20 0 9.288659
20 8 9.287971
20 6 9.287844
20 3 9.287555
20 16 9.282729
20 14 9.285649
20 7 9.283965
20 9 9.288137
20 19 9.283015
20 13 9.285988
21 14 9.403820
21 13 9.403767
21 15 9.403599
21 19 9.404607
21 5 9.402066
21 10 9.404730
21 11 9.404585
21 2 9.404061
21 8 9.404313
21 1 9.398948
21 7 9.403978
21 18 9.405213
21 16 9.405352
21 17 9.403884
21 9 9.405166
21 20 9.405254
21 4 9.404399
21 12 9.403340
21 3 9.404559
21 0 9.405278
21 6 9.404807
22 15 10.189375
22 13 10.189685
22 14 10.190132
22 12 10.190075
22 19 10.192020
22 16 10.193433
22 7 10.188855
22 9 10.191187
22 18 10.192852
22 21 10.192267
22 0 10.202990
22 11 10.199487
22 5 10.195807
22 4 10.196303
22 20 10.192423
22 10 10.194296
22 6 10.193016
22 1 10.186125
22 17 10.192807
22 8 10.200316
22 3 10.195106
22 2 10.191767
23 15 10.134110
23 18 10.133249
23 13 10.134645
23 10 10.136605
23 3 10.141483
23 0 10.143902
23 21 10.136068
23 5 10.139958
23 11 10.141671
23 6 10.141218
23 22 10.135033
23 4 10.141749
23 9 10.137369
23 8 10.141647
23 7 10.134071
23 12 10.134673
23 20 10.135969
23 14 10.134054
23 19 10.135365
23 17 10.135084
23 16 10.136329
23 2 10.141900
23 1 10.143357
24 19 10.983048
24 22 10.983572
24 15 10.982890
24 1 10.983760
24 4 10.983885
24 2 10.983774
24 23 10.981197
24 3 10.983524
24 0 10.985247
24 14 10.982898
24 16 10.983864
24 20 10.983761
24 12 10.982916
24 9 10.983631
24 7 10.983008
24 8 10.983048
24 10 10.983436
24 11 10.983686
24 6 10.983168
24 17 10.983868
24 13 10.982975
24 5 10.984016
24 21 10.982579
24 18 10.983579
25 24 13.947524
25 19 13.953814
25 23 13.948047
25 21 13.947538
25 12 13.943642
25 11 13.947175
25 14 13.944384
25 8 13.949484
25 3 13.956057
25 9 13.947918
25 17 13.942752
25 5 13.948209
25 10 13.946540
25 0 13.958664
25 2 13.958049
25 6 13.950363
25 13 13.944125
